Symbol,Name,Sector,Industry,Headquarters_Location,lat,lng,color1
ODFL,Old Dominion Freight Line,Industrials,Trucking,"Thomasville, North Carolina",35.8826369,-80.0819879,a47b58
OMC,Omnicom Group,Communication Services,Advertising,"New York, New York",40.7127753,-74.0059728,6f6f6f
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",36.1539816,-95.992775,0193d0
ORCL,Oracle Corp.,Information Technology,Application Software,"Austin, Texas",30.267153000000004,-97.7430608,e10000
OTIS,Otis Worldwide,Industrials,Industrial Machinery,"Farmington, Connecticut",41.7360305,-72.795027,0447db
PCAR,Paccar,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",47.6101497,-122.2015159,4b4b4b
PKG,Packaging Corporation of America,Materials,Paper Packaging,"Lake Forest, Illinois",42.2586342,-87.840625,153471
PH,Parker-Hannifin,Industrials,Industrial Machinery,"Cleveland, Ohio",41.499320000000004,-81.6943605,3e3731
PAYX,Paychex Inc.,Information Technology,Data Processing & Outsourced Services,"Penfield, New York",43.1303407,-77.475551,2c4a7e
PAYC,Paycom,Information Technology,Application Software,"Oklahoma City, Oklahoma",35.4675602,-97.5164276,03ba63
PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,"San Jose, California",37.338208200000004,-121.88632859999998,c7e9eb
PENN,Penn National Gaming,Consumer Discretionary,Casinos & Gaming,"Wyomissing, Pennsylvania",40.329537,-75.96521170000001,79736a
PNR,Pentair plc,Industrials,Industrial Machinery,"Worsley, UK",53.507540000000006,-2.3911990000000003,c7c7c7
PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",41.1792258,-73.18943840000001,9d2336
PEP,PepsiCo Inc.,Consumer Staples,Soft Drinks,"Purchase, New York",41.0400135,-73.71444770000001,eb0025
PKI,PerkinElmer,Health Care,Health Care Equipment,"Waltham, Massachusetts",42.376485200000005,-71.2356113,fc7336
PRGO,Perrigo,Health Care,Pharmaceuticals,"Dublin, Ireland",53.34980529999999,-6.2603097000000005,92c582
PFE,Pfizer Inc.,Health Care,Pharmaceuticals,"New York, New York",40.7127753,-74.0059728,e51258
PM,Philip Morris International,Consumer Staples,Tobacco,"New York, New York",40.7127753,-74.0059728,4ea2da
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",29.7604267,-95.36980279999999,cd2623
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,"Phoenix, Arizona",33.4483771,-112.07403729999999,7859bd
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas",32.814017699999994,-96.9488945,445d37
PNC,PNC Financial Services,Financials,Regional Banks,"Pittsburgh, Pennsylvania",40.440624799999995,-79.9958864,ff5503
POOL,Pool Corporation,Consumer Discretionary,Distributors,"Covington, Louisiana",30.4754702,-90.1009108,67afb4
PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",40.440624799999995,-79.9958864,5a728b
PPL,PPL Corp.,Utilities,Electric Utilities,"Allentown, Pennsylvania",40.6022939,-75.4714098,1b83c5
PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",41.5868353,-93.6249593,0199ca
PG,Procter & Gamble,Consumer Staples,Personal Products,"Cincinnati, Ohio",39.103118200000004,-84.5120196,0037b1
PGR,Progressive Corp.,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",41.55199520000001,-81.4392828,0053ba
PLD,Prologis,Real Estate,Industrial REITs,"San Francisco, California",37.7749295,-122.4194155,c7c7c7
PRU,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",40.735657,-74.1723667,0078c4
PTC,PTC Inc.,Information Technology,Application Software,"Boston, Massachusetts",42.360082500000004,-71.0588801,0afd0a
PEG,Public Service Enterprise Group (PSEG),Utilities,Electric Utilities,"Newark, New Jersey",40.735657,-74.1723667,ef9063
PSA,Public Storage,Real Estate,Specialized REITs,"Glendale, California",34.1425078,-118.255075,9db7c5
PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",33.7489954,-84.3879824,e09e32
PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",40.7127753,-74.0059728,ae9183
QRVO,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",36.072635399999996,-79.79197540000001,020202
PWR,Quanta Services Inc.,Industrials,Construction & Engineering,"Houston, Texas",29.7604267,-95.36980279999999,ed1a2c
QCOM,Qualcomm,Information Technology,Semiconductors,"San Diego, California",32.715738,-117.1610838,2c51dc
DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",40.7895453,-74.05652979999999,baca33
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",40.7127753,-74.0059728,070707
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",27.767600800000004,-82.6402915,002949
RTX,Raytheon Technologies,Industrials,Aerospace & Defense,"Waltham, Massachusetts",42.376485200000005,-71.2356113,eb0a1d
O,Realty Income Corporation,Real Estate,Retail REITs,"San Diego, California",32.715738,-117.1610838,ee1b2e
REG,Regency Centers Corporation,Real Estate,Retail REITs,"Jacksonville, Florida",30.3321838,-81.655651,e44e0b
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,"Tarrytown, New York",41.076207700000005,-73.85874609999999,c1a37e
RF,Regions Financial Corp.,Financials,Regional Banks,"Birmingham, Alabama",33.5185892,-86.8103567,84bd00
RSG,Republic Services Inc,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",33.4483771,-112.07403729999999,e81242
RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California",32.715738,-117.1610838,e72235
RHI,Robert Half International,Industrials,Human Resource & Employment Services,"Menlo Park, California",37.4529598,-122.1817252,c7c7c7
ROK,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",43.0389025,-87.9064736,c43e48
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,"Atlanta, Georgia",33.7489954,-84.3879824,fb6c3b
ROP,Roper Technologies,Industrials,Industrial Conglomerates,"Sarasota, Florida",27.3364347,-82.5306527,c97946
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",37.7159396,-121.9101221,468cc6
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",25.7616798,-80.1917902,0649bf
SPGI,S&P Global Inc.,Financials,Financial Exchanges & Data,"New York, New York",40.7127753,-74.0059728,c7c7c7
CRM,Salesforce.com,Information Technology,Application Software,"San Francisco, California",37.7749295,-122.4194155,019edb
SBAC,SBA Communications,Real Estate,Specialized REITs,"Boca Raton, Florida",26.3683064,-80.1289321,cc0301
SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,"Cura챌ao,혻Kingdom of the Netherlands",12.16957,-68.99002,003366
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",53.34980529999999,-6.2603097000000005,e8e6d3
SEE,Sealed Air,Materials,Paper Packaging,"Charlotte, North Carolina",35.2270869,-80.8431267,d4c836
SRE,Sempra Energy,Utilities,Multi-Utilities,"San Diego, California",32.715738,-117.1610838,e01049
NOW,ServiceNow,Information Technology,Systems Software,"Santa Clara, California",37.354107899999995,-121.9552356,80b6a1
SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",41.499320000000004,-81.6943605,ef4135
SPG,Simon Property Group Inc,Real Estate,Retail REITs,"Indianapolis, Indiana",39.768403,-86.158068,c7c7c7
SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Woburn, Massachusetts",42.479261799999996,-71.1522765,579bc0
SNA,Snap-on,Industrials,Industrial Machinery,"Kenosha, Wisconsin",42.5847425,-87.8211854,ffd300
SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",33.7489954,-84.3879824,5c4e4f
LUV,Southwest Airlines,Industrials,Airlines,"Dallas, Texas",32.7766642,-96.7969879,ef6a1b
SWK,Stanley Black & Decker,Industrials,Industrial Machinery,"New Britain, Connecticut",41.6612104,-72.77954190000001,efd10b
SBUX,Starbucks Corp.,Consumer Discretionary,Restaurants,"Seattle, Washington",47.6062095,-122.33207079999998,e9c785
STT,State Street Corp.,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",42.360082500000004,-71.0588801,0067b1
STE,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",53.34980529999999,-6.2603097000000005,cfe0ea
SYK,Stryker Corp.,Health Care,Health Care Equipment,"Kalamazoo, Michigan",42.291706899999994,-85.5872286,c7c7c7
SIVB,SVB Financial,Financials,Regional Banks,"Santa Clara, California",37.354107899999995,-121.9552356,00a1e4
SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",41.0534302,-73.53873409999999,ffc503
SNPS,Synopsys Inc.,Information Technology,Application Software,"Mountain View, California",37.3860517,-122.08385109999999,58247f
SYY,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",29.7604267,-95.36980279999999,0188d8
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",47.6101497,-122.2015159,ed008c
TROW,T. Rowe Price Group,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",39.2903848,-76.6121893,21c4dd
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York, New York",40.7127753,-74.0059728,10409f
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, accessories & Luxury Goods","New York, New York",40.7127753,-74.0059728,f6e98e
TGT,Target Corp.,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",44.977753,-93.2650108,cc0101
TEL,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",47.6958897,8.6380489,a69a98
TDY,Teledyne Technologies,Industrials,Aerospace & Defense,"Thousand Oaks, California",34.1705609,-118.83759369999999,0f75c0
TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",40.041599600000005,-75.3698895,283553
TER,Teradyne,Information Technology,Semiconductor Equipment,"North Reading, Massachusetts",42.5750939,-71.0786653,004293
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",37.441883399999995,-122.14301950000001,cc0000
TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",32.7766642,-96.7969879,cc0101
TXT,Textron Inc.,Industrials,Aerospace & Defense,"Providence, Rhode Island",41.8239891,-71.4128343,005290
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",42.376485200000005,-71.2356113,d04029
TJX,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",42.279286,-71.4161565,c3122e
TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",36.0331164,-86.7827772,d20000
TT,Trane Technologies plc,Industrials,Building Products,"Dublin, Ireland",53.34980529999999,-6.2603097000000005,743be3
TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",41.499320000000004,-81.6943605,2f4554
TRV,The Travelers Companies,Financials,Property & Casualty Insurance,"New York, New York",40.7127753,-74.0059728,e61616
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Sunnyvale, California",37.368829999999996,-122.03634960000001,eeb612
TFC,Truist Financial,Financials,Regional Banks,"Charlotte, North Carolina",35.2270869,-80.8431267,2b1a46
TWTR,"Twitter, Inc.",Communication Services,Interactive Media & Services,"San Francisco, California",37.7749295,-122.4194155,1fa0f3
TYL,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",33.0198431,-96.6988856,22bec2
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",36.18674420000001,-94.1288141,001f53
UDR,"UDR, Inc.",Real Estate,Residential REITs,"Highlands Ranch, Colorado",39.5480789,-104.97393329999998,fe1d07
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",41.6986416,-88.0683955,ec0049
USB,U.S. Bancorp,Financials,Diversified Banks,"Minneapolis, Minnesota",44.977753,-93.2650108,d8273f
UAA,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",39.2903848,-76.6121893,be574a
UA,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",39.2903848,-76.6121893,be574a
UNP,Union Pacific Corp,Industrials,Railroads,"Omaha, Nebraska",41.2565369,-95.93450340000001,e29924
UAL,United Airlines Holdings,Industrials,Airlines,"Chicago, Illinois",41.8781136,-87.62979820000001,83bde7
UNH,UnitedHealth Group Inc.,Health Care,Managed Health Care,"Minnetonka, Minnesota",44.9211836,-93.46874890000001,dfc91b
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Atlanta, Georgia",33.7489954,-84.3879824,fed700
URI,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,"Stamford, Connecticut",41.0534302,-73.53873409999999,0067b2
UHS,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",40.101285600000004,-75.38355250000001,005581
UNM,Unum Group,Financials,Life & Health Insurance,"Chattanooga, Tennessee",35.0456297,-85.3096801,005298
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",29.4241219,-98.4936282,ffb900
VTR,Ventas Inc,Real Estate,Health Care REITs,"Chicago, Illinois",41.8781136,-87.62979820000001,fc7336
VRSN,Verisign Inc.,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",38.962489899999994,-77.4380485,ee3f35
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",40.7177545,-74.0431435,8da4bc
VZ,Verizon Communications,Communication Services,Integrated Telecommunication Services,"New York, New York",40.7127753,-74.0059728,cd040b
VRTX,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,"Cambridge, Massachusetts",42.373615799999996,-71.10973349999999,3c0f5d
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado",39.739235799999996,-104.990251,023199
VIAC,ViacomCBS,Communication Services,Movies & Entertainment,"New York, New York",40.7127753,-74.0059728,0295c3
VTRS,Viatris,Health Care,Pharmaceuticals,"Pittsburgh,혻Pennsylvania",40.440624799999995,-79.9958864,f1cc1d
V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",37.7749295,-122.4194155,b5b5cb
VNO,Vornado Realty Trust,Real Estate,Office REITs,"New York, New York",40.7127753,-74.0059728,0f3255
VMC,Vulcan Materials,Materials,Construction Materials,"Birmingham, Alabama",33.5185892,-86.8103567,a6a6db
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",41.0262417,-73.62819640000001,004812
WAB,Westinghouse Air Brake Technologies Corp,Industrials,Construction Machinery & Heavy Trucks,"Pittsburgh, Pennsylvania",40.440624799999995,-79.9958864,ba454c
WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",36.372853799999994,-94.2088172,c5d4e9
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",42.171136499999996,-87.8445119,8ec83e
DIS,The Walt Disney Company,Communication Services,Movies & Entertainment,"Burbank, California",34.18083920000001,-118.30896609999998,fbbe4f
WM,Waste Management Inc.,Industrials,Environmental & Facilities Services,"Houston, Texas",29.7604267,-95.36980279999999,edaa00
WAT,Waters Corporation,Health Care,Health Care Distributors,"Milford, Massachusetts",42.13985770000001,-71.51630490000001,070707
WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",43.0389025,-87.9064736,0088ce
WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",37.7749295,-122.4194155,ffff00
WELL,Welltower Inc.,Real Estate,Health Care REITs,"Toledo, Ohio",41.6528052,-83.53786740000001,dea154
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",40.0325817,-75.6274583,0a6f84
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",37.338208200000004,-121.88632859999998,ffd400
WU,Western Union Co,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",39.647765299999996,-104.98775970000001,a7a7a7
WRK,WestRock,Materials,Paper Packaging,"Atlanta, Georgia",33.7489954,-84.3879824,ff8303
WY,Weyerhaeuser,Real Estate,Specialized REITs,"Federal Way, Washington",47.3223221,-122.3126222,008b4c
WHR,Whirlpool Corp.,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",42.1167065,-86.4541894,0d436b
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",36.1539816,-95.992775,dbb049
WLTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",51.5073509,-0.12775830000000002,6e2b8d
WYNN,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",36.0971945,-115.14666480000001,d5013c
XEL,Xcel Energy Inc,Utilities,Multi-Utilities,"Minneapolis, Minnesota",44.977753,-93.2650108,ed2229
XLNX,Xilinx,Information Technology,Semiconductors,"San Jose, California",37.338208200000004,-121.88632859999998,e41e1c
XYL,Xylem Inc.,Industrials,Industrial Machinery,"White Plains, New York",41.0339862,-73.76290970000001,007fa8
YUM,Yum! Brands Inc,Consumer Discretionary,Restaurants,"Louisville, Kentucky",38.252664700000004,-85.7584557,ed1d26
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",42.190024900000004,-87.90840390000001,0a8c78
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana",41.2381,-85.85304690000001,009fdf
ZION,Zions Bancorp,Financials,Regional Banks,"Salt Lake City, Utah",40.760779299999996,-111.89104740000002,54534a
ZTS,Zoetis,Health Care,Pharmaceuticals,"Parsippany, New Jersey",40.865286499999996,-74.41738769999999,c17f5f
HFC,,,,,,,00336f
