,symbol,update_date,querter_sales,profit,operating,real_profit,sales,shared,next_update_date
296,BSX,210331.0,2752.0,1846.0,370.0,341.0,10120000000.0,1420910855.0,211026.0
297,BSX,201231.0,2709.0,1696.0,50.0,211.0,10120000000.0,1420910855.0,211026.0
298,BSX,200930.0,2659.0,1778.0,-205.0,-155.0,10120000000.0,1420910855.0,211026.0
299,BSX,200630.0,2003.0,1204.0,-71.0,-148.0,10120000000.0,1420910855.0,211026.0
300,BMY,210331.0,11073.0,8570.0,1751.0,2021.0,42810000000.0,2231000000.0,211027.0
301,BMY,201231.0,11068.0,8766.0,-11831.0,-10027.0,42810000000.0,2231000000.0,211027.0
302,BMY,200930.0,10540.0,8041.0,1381.0,1872.0,42810000000.0,2231000000.0,211027.0
303,BMY,200630.0,10129.0,7443.0,942.0,-85.0,42810000000.0,2231000000.0,211027.0
304,AVGO,210502.0,6610.0,4058.0,1975.0,1493.0,25550000000.0,410260560.0,210908.0
305,AVGO,210131.0,6655.0,3967.0,1837.0,1378.0,25550000000.0,410260560.0,210908.0
306,AVGO,201101.0,6467.0,3752.0,1526.0,1324.0,25550000000.0,410260560.0,210908.0
307,AVGO,200802.0,5821.0,3331.0,1008.0,688.0,25550000000.0,410260560.0,210908.0
308,BR,210331.0,1389.8,429.3,239.2,164.9,4820000000.0,116125688.0,211109.0
309,BR,201231.0,1054.9,248.4,79.5,56.3,4820000000.0,116125688.0,211109.0
310,BR,200930.0,1017.4,230.3,78.6,65.9,4820000000.0,116125688.0,211109.0
311,BR,200630.0,1361.9,477.7,298.8,229.7,4820000000.0,116125688.0,211109.0
312,BFB,210430.0,812.0,498.0,168.0,120.0,3460000000.0,619381914.0,210831.0
313,BFB,210131.0,911.0,550.0,281.0,219.0,3460000000.0,619381914.0,210831.0
314,BFB,201031.0,985.0,581.0,330.0,240.0,3460000000.0,619381914.0,210831.0
315,BFB,200731.0,753.0,465.0,387.0,324.0,3460000000.0,619381914.0,210831.0
316,CHRW,210331.0,4803.87,702.38,223.33,173.31,17210000000.0,132988670.0,211101.0
317,CHRW,201231.0,4549.45,640.58,206.8,147.81,17210000000.0,132988670.0,211101.0
318,CHRW,200930.0,4224.8,589.27,168.24,136.53,17210000000.0,132988670.0,211101.0
319,CHRW,200630.0,3627.85,614.45,188.79,143.94,17210000000.0,132988670.0,211101.0
320,COG,210331.0,459.68,306.1,175.44,126.35,1540000000.0,399419748.0,211021.0
321,COG,201231.0,456.78,292.7,162.89,131.21,1540000000.0,399419748.0,211021.0
322,COG,200930.0,291.04,123.86,-7.53,-14.96,1540000000.0,399419748.0,211021.0
323,COG,200630.0,332.35,179.68,53.72,30.37,1540000000.0,399419748.0,211021.0
324,CDNS,210403.0,736.03,652.06,203.94,187.17,2800000000.0,278265000.0,211024.0
325,CDNS,210102.0,759.91,686.37,184.98,173.74,2800000000.0,278265000.0,211024.0
326,CDNS,200926.0,666.61,584.32,169.27,161.63,2800000000.0,278265000.0,211024.0
327,CDNS,200627.0,638.42,563.2,151.95,131.29,2800000000.0,278265000.0,211024.0
328,CZR,210331.0,1699.0,837.0,186.0,-423.0,5170000000.0,208698623.0,211110.0
329,CZR,201231.0,1497.0,645.0,-107.0,-555.0,5170000000.0,208698623.0,211110.0
330,CZR,200930.0,1377.0,620.0,-325.0,-926.0,5170000000.0,208698623.0,211110.0
331,CZR,200630.0,600.0,246.0,-202.0,-276.0,5170000000.0,208698623.0,211110.0
332,CPB,210502.0,1984.0,630.0,272.0,160.0,8710000000.0,303051488.0,210901.0
333,CPB,210131.0,2279.0,781.0,401.0,245.0,8710000000.0,303051488.0,210901.0
334,CPB,201101.0,2340.0,814.0,461.0,309.0,8710000000.0,303051488.0,210901.0
335,CPB,200802.0,2108.0,750.0,167.0,86.0,8710000000.0,303051488.0,210901.0
336,COF,210331.0,7552.0,,,3325.0,15410000000.0,456800844.0,211027.0
337,COF,201231.0,7855.0,,,2566.0,15410000000.0,456800844.0,211027.0
338,COF,200930.0,8041.0,,,2406.0,15410000000.0,456800844.0,211027.0
339,COF,200630.0,15747.0,,,-2258.0,15410000000.0,456800844.0,211027.0
340,CAH,210331.0,39275.0,1812.0,473.0,119.0,156570000000.0,290147927.0,211110.0
341,CAH,201231.0,41541.0,1776.0,461.0,629.0,156570000000.0,290147927.0,211110.0
342,CAH,200930.0,39065.0,1715.0,-625.0,-253.0,156570000000.0,290147927.0,211110.0
343,CAH,200630.0,36689.0,1590.0,263.0,656.0,156570000000.0,290147927.0,211110.0
344,KMX,210531.0,7697.6,924.51,567.32,436.76,23420000000.0,162935057.0,210927.0
345,KMX,210228.0,5164.26,641.37,262.25,209.94,23420000000.0,162935057.0,210927.0
346,KMX,201130.0,5184.94,631.43,310.5,235.3,23420000000.0,162935057.0,210927.0
347,KMX,200831.0,5372.17,752.14,388.34,296.7,23420000000.0,162935057.0,210927.0
348,CCL,210531.0,50.0,-358.0,-1616.0,-2072.0,141000000.0,1149884319.0,210929.0
349,CCL,210228.0,26.0,-328.0,-1524.0,-1973.0,141000000.0,1149884319.0,210929.0
350,CCL,201130.0,34.0,-350.0,-1642.0,-2222.0,141000000.0,1149884319.0,210929.0
351,CCL,200831.0,31.0,-400.0,-2333.0,-2859.0,141000000.0,1149884319.0,210929.0
352,CARR,210331.0,4699.0,1399.0,571.0,384.0,18270000000.0,868998500.0,211103.0
353,CARR,201231.0,4594.0,1300.0,1245.0,884.0,18270000000.0,868998500.0,211103.0
354,CARR,200930.0,5002.0,1560.0,1081.0,741.0,18270000000.0,868998500.0,211103.0
355,CARR,200630.0,3972.0,1146.0,442.0,261.0,18270000000.0,868998500.0,211103.0
356,CTLT,210331.0,1053.3,365.6,351.4,231.8,3760000000.0,170341553.0,211108.0
357,CTLT,201231.0,910.8,298.2,126.6,88.4,3760000000.0,170341553.0,211108.0
358,CTLT,200930.0,845.7,248.9,81.5,82.4,3760000000.0,170341553.0,211108.0
359,CTLT,200630.0,947.6,334.6,170.0,154.2,3760000000.0,170341553.0,211108.0
360,CAT,210331.0,11887.0,3883.0,1814.0,1530.0,43000000000.0,547787152.0,211027.0
361,CAT,201231.0,11235.0,3458.0,1380.0,780.0,43000000000.0,547787152.0,211027.0
362,CAT,200930.0,9881.0,2974.0,985.0,668.0,43000000000.0,547787152.0,211027.0
363,CAT,200630.0,9997.0,2892.0,784.0,458.0,43000000000.0,547787152.0,211027.0
364,CBOE,210331.0,1010.8,365.5,204.6,137.2,3520000000.0,106685785.0,211028.0
365,CBOE,201231.0,844.2,307.1,134.8,87.3,3520000000.0,106685785.0,211028.0
366,CBOE,200930.0,792.7,292.0,139.3,109.9,3520000000.0,106685785.0,211028.0
367,CBOE,200630.0,868.7,296.9,161.7,113.6,3520000000.0,106685785.0,211028.0
368,CBRE,210331.0,5938.88,1219.33,269.08,266.2,23880000000.0,335657390.0,211103.0
369,CBRE,201231.0,6910.5,1539.67,368.3,313.76,23880000000.0,335657390.0,211103.0
370,CBRE,200930.0,5645.14,1080.56,211.41,184.13,23880000000.0,335657390.0,211103.0
371,CBRE,200630.0,5381.38,989.25,94.17,81.9,23880000000.0,335657390.0,211103.0
372,CDW,210331.0,4837.5,795.2,323.4,232.6,18920000000.0,140523893.0,211102.0
373,CDW,201231.0,4956.2,880.9,332.2,238.3,18920000000.0,140523893.0,211102.0
374,CDW,200930.0,4756.4,825.5,317.8,193.2,18920000000.0,140523893.0,211102.0
375,CDW,200630.0,4365.7,747.2,283.4,189.1,18920000000.0,140523893.0,211102.0
376,CE,210331.0,1798.0,485.0,326.0,322.0,5990000000.0,112632584.0,211017.0
377,CE,201231.0,1591.0,376.0,1611.0,1453.0,5990000000.0,112632584.0,211017.0
378,CE,200930.0,1411.0,327.0,184.0,207.0,5990000000.0,112632584.0,211017.0
379,CE,200630.0,1193.0,242.0,83.0,107.0,5990000000.0,112632584.0,211017.0
380,CNC,210331.0,29983.0,,1072.0,699.0,115070000000.0,582734777.0,211025.0
381,CNC,201231.0,28288.0,,-2.0,-12.0,115070000000.0,582734777.0,211025.0
382,CNC,200930.0,29090.0,,862.0,568.0,115070000000.0,582734777.0,211025.0
383,CNC,200630.0,27712.0,,2029.0,1206.0,115070000000.0,582734777.0,211025.0
384,CNP,210331.0,2547.0,,453.0,363.0,7800000000.0,580495853.0,211110.0
385,CNP,201231.0,2054.0,,285.0,200.0,7800000000.0,580495853.0,211110.0
386,CNP,200930.0,1622.0,,302.0,121.0,7800000000.0,580495853.0,211110.0
387,CNP,200630.0,1575.0,,235.0,105.0,7800000000.0,580495853.0,211110.0
388,CERN,210331.0,1387.78,1157.12,218.06,172.25,5480000000.0,301317068.0,211027.0
389,CERN,201231.0,1395.03,1160.35,177.47,141.5,5480000000.0,301317068.0,211027.0
390,CERN,200930.0,1368.67,1136.78,411.82,356.68,5480000000.0,301317068.0,211027.0
391,CERN,200630.0,1330.35,1118.39,146.9,134.75,5480000000.0,301317068.0,211027.0
392,CF,210331.0,1048.0,289.0,241.0,151.0,4200000000.0,214514904.0,211102.0
393,CF,201231.0,1102.0,180.0,156.0,87.0,4200000000.0,214514904.0,211102.0
394,CF,200930.0,847.0,94.0,40.0,-28.0,4200000000.0,214514904.0,211102.0
395,CF,200630.0,1204.0,349.0,280.0,190.0,4200000000.0,214514904.0,211102.0
396,CRL,210327.0,824.57,308.28,123.7,61.53,3040000000.0,50252814.0,211109.0
397,CRL,201226.0,790.99,299.97,128.93,143.19,3040000000.0,50252814.0,211109.0
398,CRL,200926.0,743.3,289.27,132.75,102.91,3040000000.0,50252814.0,211109.0
399,CRL,200627.0,682.58,232.24,76.77,67.44,3040000000.0,50252814.0,211109.0
400,SCHW,210331.0,4819.0,4715.0,1960.0,1484.0,14180000000.0,1965640029.0,211017.0
401,SCHW,201231.0,4272.0,4176.0,1476.0,1135.0,14180000000.0,1965640029.0,211017.0
402,SCHW,200930.0,2537.0,2448.0,889.0,698.0,14180000000.0,1965640029.0,211017.0
403,SCHW,200630.0,2547.0,2450.0,888.0,671.0,14180000000.0,1965640029.0,211017.0
404,CHTR,210331.0,12522.0,6558.0,2068.0,807.0,48880000000.0,188666161.0,211021.0
405,CHTR,201231.0,12624.0,6787.0,2440.0,1246.0,48880000000.0,188666161.0,211021.0
406,CHTR,200930.0,12039.0,6342.0,2114.0,814.0,48880000000.0,188666161.0,211021.0
407,CHTR,200630.0,11696.0,6074.0,1933.0,766.0,48880000000.0,188666161.0,211021.0
408,CVX,210331.0,31350.0,13785.0,2117.0,1377.0,96330000000.0,1928059179.0,211028.0
409,CVX,201231.0,24843.0,11456.0,-865.0,-665.0,96330000000.0,1928059179.0,211028.0
410,CVX,200930.0,23997.0,10549.0,-168.0,-207.0,96330000000.0,1928059179.0,211028.0
411,CVX,200630.0,16142.0,7998.0,-7595.0,-8270.0,96330000000.0,1928059179.0,211028.0
412,CMG,210331.0,1741.58,490.52,161.44,127.1,6320000000.0,28150479.0,211025.0
413,CMG,201231.0,1607.71,412.44,116.89,190.96,6320000000.0,28150479.0,211025.0
414,CMG,200930.0,1601.41,409.92,107.1,80.24,6320000000.0,28150479.0,211025.0
415,CMG,200630.0,1364.74,262.34,-4.94,8.18,6320000000.0,28150479.0,211025.0
416,CB,210331.0,9971.0,,3255.0,2300.0,38270000000.0,449690575.0,211025.0
417,CB,201231.0,9848.0,,2250.0,2418.0,38270000000.0,449690575.0,211025.0
418,CB,200930.0,9464.0,,977.0,1194.0,38270000000.0,449690575.0,211025.0
419,CB,200630.0,8985.0,,-213.0,-331.0,38270000000.0,449690575.0,211025.0
420,CHD,210331.0,1238.9,550.9,302.6,220.7,4970000000.0,245245902.0,211103.0
421,CHD,201231.0,1295.3,557.4,190.6,150.2,4970000000.0,245245902.0,211103.0
422,CHD,200930.0,1241.0,565.2,273.8,216.2,4970000000.0,245245902.0,211103.0
423,CHD,200630.0,1194.3,559.6,250.7,189.7,4970000000.0,245245902.0,211103.0
424,CI,210331.0,40972.0,,1827.0,1161.0,163000000000.0,344300000.0,211103.0
425,CI,201231.0,41830.0,,5715.0,4135.0,163000000000.0,344300000.0,211103.0
426,CI,200930.0,40898.0,,2140.0,1388.0,163000000000.0,344300000.0,211103.0
427,CI,200630.0,39303.0,,2663.0,1754.0,163000000000.0,344300000.0,211103.0
428,CINF,210331.0,2227.0,,781.0,620.0,9860000000.0,161096632.0,211027.0
429,CINF,201231.0,2694.0,,1330.0,1049.0,9860000000.0,161096632.0,211027.0
430,CINF,200930.0,2227.0,,627.0,484.0,9860000000.0,161096632.0,211027.0
431,CINF,200630.0,2714.0,,1159.0,909.0,9860000000.0,161096632.0,211027.0
432,CTAS,210228.0,1777.06,809.52,326.47,258.38,8650000000.0,105053197.0,210927.0
433,CTAS,201130.0,3503.62,1646.09,702.58,584.86,8650000000.0,105053197.0,210927.0
434,CTAS,200831.0,1746.57,826.2,349.71,300.0,8650000000.0,105053197.0,210927.0
435,CTAS,200531.0,1619.58,707.82,207.43,144.59,8650000000.0,105053197.0,210927.0
436,CSCO,210501.0,12803.0,8185.0,3465.0,2863.0,48850000000.0,4225514401.0,210817.0
437,CSCO,210123.0,11960.0,7784.0,3223.0,2545.0,48850000000.0,4225514401.0,210817.0
438,CSCO,201024.0,11929.0,7581.0,2570.0,2174.0,48850000000.0,4225514401.0,210817.0
439,CSCO,200725.0,12154.0,7684.0,3247.0,2636.0,48850000000.0,4225514401.0,210817.0
440,C,210331.0,21695.0,,,7942.0,40760000000.0,2086686521.0,211013.0
441,C,201231.0,19062.0,,,3979.0,40760000000.0,2086686521.0,211013.0
442,C,200930.0,20119.0,,,3230.0,40760000000.0,2086686521.0,211013.0
443,C,200630.0,23283.0,,,1316.0,40760000000.0,2086686521.0,211013.0
444,CFG,210331.0,1758.0,,,611.0,3590000000.0,425930159.0,211019.0
445,CFG,201231.0,1827.0,,,456.0,3590000000.0,425930159.0,211019.0
446,CFG,200930.0,1934.0,,,314.0,3590000000.0,425930159.0,211019.0
447,CFG,200630.0,1940.0,,,253.0,3590000000.0,425930159.0,211019.0
448,CTXS,210331.0,775.77,632.3,92.33,90.05,3150000000.0,124167045.0,211026.0
449,CTXS,201231.0,809.66,676.21,135.28,112.09,3150000000.0,124167045.0,211026.0
450,CTXS,200930.0,767.17,639.88,128.31,98.23,3150000000.0,124167045.0,211026.0
451,CTXS,200630.0,798.93,676.69,143.67,112.91,3150000000.0,124167045.0,211026.0
452,CLX,210331.0,1781.0,774.0,-59.0,-61.0,7520000000.0,124372035.0,210802.0
453,CLX,201231.0,1842.0,837.0,332.0,259.0,7520000000.0,124372035.0,210802.0
454,CLX,200930.0,1916.0,920.0,526.0,415.0,7520000000.0,124372035.0,210802.0
455,CLX,200630.0,1983.0,929.0,395.0,310.0,7520000000.0,124372035.0,210802.0
456,CME,210331.0,1253.3,,725.1,574.4,4610000000.0,359097180.0,211102.0
457,CME,201231.0,1098.5,,515.0,424.0,4610000000.0,359097180.0,211102.0
458,CME,200930.0,1080.7,,525.0,411.7,4610000000.0,359097180.0,211102.0
459,CME,200630.0,1182.3,,637.5,503.3,4610000000.0,359097180.0,211102.0
460,CMS,210331.0,2083.0,,485.0,349.0,6900000000.0,289459560.0,211027.0
461,CMS,201231.0,1798.0,,352.0,158.0,6900000000.0,289459560.0,211027.0
462,CMS,200930.0,1575.0,,369.0,218.0,6900000000.0,289459560.0,211027.0
463,CMS,200630.0,1443.0,,273.0,136.0,6900000000.0,289459560.0,211027.0
464,KO,210402.0,9020.0,5515.0,2909.0,2245.0,33430000000.0,4311680667.0,211026.0
465,KO,201231.0,8611.0,5033.0,2096.0,1456.0,33430000000.0,4311680667.0,211026.0
466,KO,200925.0,8652.0,5181.0,2259.0,1737.0,33430000000.0,4311680667.0,211026.0
467,KO,200626.0,7150.0,4137.0,1924.0,1779.0,33430000000.0,4311680667.0,211026.0
468,CTSH,210331.0,4401.0,1637.0,669.0,505.0,16829999999.999998,1055411884.0,211102.0
469,CTSH,201231.0,4184.0,1535.0,465.0,316.0,16829999999.999998,1055411884.0,211102.0
470,CTSH,200930.0,4243.0,1617.0,603.0,348.0,16829999999.999998,1055411884.0,211102.0
471,CTSH,200630.0,4000.0,1410.0,467.0,361.0,16829999999.999998,1055411884.0,211102.0
472,CL,210331.0,4344.0,2637.0,1004.0,681.0,16719999999.999998,845968780.0,211028.0
473,CL,201231.0,4324.0,2643.0,969.0,647.0,16719999999.999998,845968780.0,211028.0
474,CL,200930.0,4153.0,2540.0,1018.0,698.0,16719999999.999998,845968780.0,211028.0
475,CL,200630.0,3897.0,2369.0,946.0,635.0,16719999999.999998,845968780.0,211028.0
476,CMCSA,210331.0,27205.0,18286.0,5039.0,3329.0,104160000000.0,4594016301.0,211027.0
477,CMCSA,201231.0,27708.0,18270.0,3918.0,3380.0,104160000000.0,4594016301.0,211027.0
478,CMCSA,200930.0,25532.0,16967.0,4076.0,2019.0,104160000000.0,4594016301.0,211027.0
479,CMCSA,200630.0,23715.0,16898.0,4647.0,2988.0,104160000000.0,4594016301.0,211027.0
480,CMA,210331.0,729.0,,,350.0,1480000000.0,139612779.0,211019.0
481,CMA,201231.0,754.0,,,215.0,1480000000.0,139612779.0,211019.0
482,CMA,200930.0,736.0,,,211.0,1480000000.0,139612779.0,211019.0
483,CMA,200630.0,758.0,,,113.0,1480000000.0,139612779.0,211019.0
484,CAG,210228.0,2771.1,767.6,462.4,281.4,11730000000.0,479946865.0,210929.0
485,CAG,201129.0,2995.2,898.4,544.9,378.9,11730000000.0,479946865.0,210929.0
486,CAG,200830.0,2678.9,820.6,523.7,329.0,11730000000.0,479946865.0,210929.0
487,CAG,200531.0,3287.9,933.4,363.9,201.4,11730000000.0,479946865.0,210929.0
488,COP,210331.0,9826.0,4016.0,1529.0,982.0,22450000000.0,1349418454.0,211103.0
489,COP,201231.0,5491.0,1882.0,-1401.0,-772.0,22450000000.0,1349418454.0,211103.0
490,COP,200930.0,4386.0,1584.0,-190.0,-450.0,22450000000.0,1349418454.0,211103.0
491,COP,200630.0,2749.0,572.0,-398.0,260.0,22450000000.0,1349418454.0,211103.0
492,ED,210331.0,3677.0,,688.0,419.0,12690000000.0,353071802.0,211103.0
493,ED,201231.0,2960.0,,507.0,43.0,12690000000.0,353071802.0,211103.0
494,ED,200930.0,3333.0,,860.0,493.0,12690000000.0,353071802.0,211103.0
495,ED,200630.0,2719.0,,479.0,190.0,12690000000.0,353071802.0,211103.0
496,STZ,210531.0,2026.5,1119.3,75.1,-908.1,8680000000.0,191473029.0,211006.0
497,STZ,210228.0,1953.0,993.7,555.3,382.9,8680000000.0,191473029.0,211006.0
498,STZ,201130.0,2438.1,1268.2,781.9,1280.9,8680000000.0,191473029.0,211006.0
499,STZ,200831.0,2260.4,1215.8,838.1,512.1,8680000000.0,191473029.0,211006.0
500,COO,210430.0,719.5,487.1,143.2,117.5,2660000000.0,49247946.0,210901.0
501,COO,210131.0,680.5,450.7,133.4,2101.1,2660000000.0,49247946.0,210901.0
502,COO,201031.0,681.6,424.0,100.1,81.2,2660000000.0,49247946.0,210901.0
503,COO,200731.0,578.2,360.8,72.0,55.2,2660000000.0,49247946.0,210901.0
504,CPRT,210430.0,733.91,381.34,328.11,286.8,2470000000.0,236578498.0,210920.0
505,CPRT,210131.0,617.03,307.5,258.22,193.44,2470000000.0,236578498.0,210920.0
506,CPRT,201031.0,592.94,296.77,248.59,200.28,2470000000.0,236578498.0,210920.0
507,CPRT,200731.0,525.66,250.43,205.72,165.53,2470000000.0,236578498.0,210920.0
508,GLW,210331.0,3290.0,1156.0,502.0,599.0,12200000000.0,851356832.0,211101.0
509,GLW,201231.0,3350.0,1213.0,476.0,252.0,12200000000.0,851356832.0,211101.0
510,GLW,200930.0,3001.0,1001.0,755.0,427.0,12200000000.0,851356832.0,211101.0
511,GLW,200630.0,2561.0,756.0,-103.0,-71.0,12200000000.0,851356832.0,211101.0
512,CTVA,210331.0,4178.0,1758.0,461.0,600.0,14440000000.0,737101000.0,211103.0
513,CTVA,201231.0,3207.0,1095.0,-125.0,41.0,14440000000.0,737101000.0,211103.0
514,CTVA,200930.0,1863.0,566.0,-525.0,-392.0,14440000000.0,737101000.0,211103.0
515,CTVA,200630.0,5191.0,2362.0,785.0,760.0,14440000000.0,737101000.0,211103.0
516,COST,210509.0,45277.0,5862.0,1663.0,1220.0,186640000000.0,442069091.0,210922.0
517,COST,210214.0,44769.0,5691.0,1340.0,951.0,186640000000.0,442069091.0,210922.0
518,COST,201122.0,43208.0,5750.0,1430.0,1166.0,186640000000.0,442069091.0,210922.0
519,COST,200830.0,53383.0,7046.0,1929.0,1389.0,186640000000.0,442069091.0,210922.0
520,CCI,210331.0,1485.0,1023.0,305.0,58.0,5900000000.0,432189646.0,211019.0
521,CCI,201231.0,1493.0,971.0,682.0,508.0,5900000000.0,432189646.0,211019.0
522,CCI,200930.0,1486.0,999.0,339.0,163.0,5900000000.0,432189646.0,211019.0
523,CCI,200630.0,1440.0,954.0,383.0,200.0,5900000000.0,432189646.0,211019.0
524,CSX,210331.0,2813.0,2154.0,1101.0,706.0,10540000000.0,2272200648.0,211018.0
525,CSX,201231.0,2825.0,2241.0,1215.0,760.0,10540000000.0,2272200648.0,211018.0
526,CSX,200930.0,2648.0,2151.0,1141.0,736.0,10540000000.0,2272200648.0,211018.0
527,CSX,200630.0,2255.0,1757.0,828.0,499.0,10540000000.0,2272200648.0,211018.0
528,CMI,210404.0,6092.0,1486.0,810.0,603.0,20890000000.0,146200000.0,211101.0
529,CMI,201231.0,5830.0,1361.0,629.0,501.0,20890000000.0,146200000.0,211101.0
530,CMI,200927.0,5118.0,1349.0,670.0,501.0,20890000000.0,146200000.0,211101.0
531,CMI,200628.0,3852.0,890.0,336.0,276.0,20890000000.0,146200000.0,211101.0
532,CVS,210331.0,69097.0,28203.0,3577.0,2223.0,271050000000.0,1316567871.0,211108.0
533,CVS,201231.0,69554.0,27102.0,1850.0,973.0,271050000000.0,1316567871.0,211108.0
534,CVS,200930.0,67056.0,26116.0,2483.0,1224.0,271050000000.0,1316567871.0,211108.0
535,CVS,200630.0,65341.0,25099.0,4680.0,2975.0,271050000000.0,1316567871.0,211108.0
536,DHI,210331.0,6446.9,1799.2,1179.9,929.5,24170000000.0,360483527.0,211115.0
537,DHI,201231.0,5933.4,1608.8,1034.3,791.8,24170000000.0,360483527.0,211115.0
538,DHI,200930.0,6400.3,1652.4,1056.1,829.0,24170000000.0,360483527.0,211115.0
539,DHI,200630.0,5390.0,1310.2,782.4,630.7,24170000000.0,360483527.0,211115.0
540,DHR,210402.0,6858.0,4253.0,2010.0,1702.0,24800000000.0,713278866.0,211020.0
541,DHR,201231.0,6760.3,3954.1,1575.7,1240.1,24800000000.0,713278866.0,211020.0
542,DHR,201002.0,5883.2,3225.5,1087.6,883.5,24800000000.0,713278866.0,211020.0
543,DHR,200703.0,5297.4,2852.6,1299.2,927.3,24800000000.0,713278866.0,211020.0
544,DRI,210530.0,2279.2,539.4,323.4,368.5,7200000000.0,130842674.0,210927.0
545,DRI,210228.0,1733.0,337.4,148.0,128.7,7200000000.0,130842674.0,210927.0
546,DRI,201129.0,1656.5,315.4,120.7,96.0,7200000000.0,130842674.0,210927.0
547,DRI,200830.0,1527.4,301.3,56.6,36.1,7200000000.0,130842674.0,210927.0
548,DVA,210331.0,2820.0,881.67,442.6,237.4,11530000000.0,106200000.0,211108.0
549,DVA,201231.0,2905.32,848.44,381.67,173.77,11530000000.0,106200000.0,211108.0
550,DVA,200930.0,2924.07,952.35,351.6,158.67,11530000000.0,106200000.0,211108.0
551,DVA,200630.0,2879.98,895.41,409.92,201.6,11530000000.0,106200000.0,211108.0
552,DE,210502.0,12058.0,4130.0,2580.0,1790.0,39830000000.0,313438923.0,210819.0
553,DE,210131.0,9112.0,3357.0,1799.0,1224.0,39830000000.0,313438923.0,210819.0
554,DE,201101.0,9731.0,3330.0,1394.0,758.0,39830000000.0,313438923.0,210819.0
555,DE,200802.0,8925.0,3104.0,1560.0,811.0,39830000000.0,313438923.0,210819.0
556,DAL,210331.0,4150.0,498.0,-1398.0,-1177.0,12650000000.0,639646873.0,210713.0
557,DAL,201231.0,3973.0,954.0,-858.0,-755.0,12650000000.0,639646873.0,210713.0
558,DAL,200930.0,3062.0,477.0,-6386.0,-5379.0,12650000000.0,639646873.0,210713.0
559,DAL,200630.0,1468.0,-655.0,-4815.0,-5717.0,12650000000.0,639646873.0,210713.0
560,XRAY,210331.0,1027.0,579.0,154.0,117.0,3490000000.0,218318121.0,211110.0
561,XRAY,201231.0,1082.3,570.8,135.4,98.5,3490000000.0,218318121.0,211110.0
562,XRAY,200930.0,894.8,442.3,81.7,53.8,3490000000.0,218318121.0,211110.0
563,XRAY,200630.0,490.6,176.1,-104.3,-95.4,3490000000.0,218318121.0,211110.0
564,DVN,210331.0,1762.0,1273.0,36.0,213.0,4500000000.0,676900000.0,211101.0
565,DVN,201231.0,1280.0,1009.0,-39.0,-102.0,4500000000.0,676900000.0,211101.0
566,DVN,200930.0,1067.0,796.0,-127.0,-92.0,4500000000.0,676900000.0,211101.0
567,DVN,200630.0,394.0,131.0,-598.0,-670.0,4500000000.0,676900000.0,211101.0
568,DXCM,210331.0,505.0,343.9,45.9,40.3,2029999999.9999998,96705873.0,211101.0
569,DXCM,201231.0,568.9,410.3,104.0,355.2,2029999999.9999998,96705873.0,211101.0
570,DXCM,200930.0,500.9,346.8,93.6,72.2,2029999999.9999998,96705873.0,211101.0
571,DXCM,200630.0,451.8,285.8,62.4,46.3,2029999999.9999998,96705873.0,211101.0
572,FANG,210331.0,1184.0,948.0,510.0,220.0,3100000000.0,180997368.0,211107.0
573,FANG,201231.0,769.0,570.0,-746.0,-739.0,3100000000.0,180997368.0,211107.0
574,FANG,200930.0,720.0,504.0,-1258.0,-1113.0,3100000000.0,180997368.0,211107.0
575,FANG,200630.0,425.0,232.0,-2675.0,-2393.0,3100000000.0,180997368.0,211107.0
576,DLR,210331.0,1090.39,713.91,174.17,385.92,4170000000.0,281587692.0,211103.0
577,DLR,201231.0,1062.61,642.3,110.69,57.69,4170000000.0,281587692.0,211103.0
578,DLR,200930.0,1024.67,623.33,91.4,-0.14,4170000000.0,281587692.0,211103.0
579,DLR,200630.0,993.0,611.91,152.81,74.83,4170000000.0,281587692.0,211103.0
580,DFS,210331.0,3111.0,,,1593.0,6320000000.0,306344970.0,211025.0
581,DFS,201231.0,3207.0,,,799.0,6320000000.0,306344970.0,211025.0
582,DFS,200930.0,3130.0,,,771.0,6320000000.0,306344970.0,211025.0
583,DFS,200630.0,3144.0,,,-368.0,6320000000.0,306344970.0,211025.0
584,DISCA,210331.0,2792.0,1823.0,393.0,140.0,10780000000.0,505312656.0,211110.0
585,DISCA,201231.0,2886.0,1797.0,480.0,271.0,10780000000.0,505312656.0,211110.0
586,DISCA,200930.0,2561.0,1559.0,515.0,300.0,10780000000.0,505312656.0,211110.0
587,DISCA,200630.0,2541.0,1737.0,646.0,271.0,10780000000.0,505312656.0,211110.0
588,DISCK,210331.0,2792.0,1823.0,393.0,140.0,10780000000.0,505312656.0,211110.0
589,DISCK,201231.0,2886.0,1797.0,480.0,271.0,10780000000.0,505312656.0,211110.0
590,DISCK,200930.0,2561.0,1559.0,515.0,300.0,10780000000.0,505312656.0,211110.0
591,DISCK,200630.0,2541.0,1737.0,646.0,271.0,10780000000.0,505312656.0,211110.0
592,DISH,210331.0,4497.85,1536.65,861.98,630.22,16770000000.0,527345026.0,211109.0
593,DISH,201231.0,4557.36,1615.42,989.64,732.63,16770000000.0,527345026.0,211109.0
594,DISH,200930.0,4531.59,1526.98,811.25,504.6,16770000000.0,527345026.0,211109.0
595,DISH,200630.0,3187.09,1091.41,637.65,452.34,16770000000.0,527345026.0,211109.0
